no_neighs,no_nodes,malicious_stake,adversary_offset,proposer_vote_boost,tau_block,tau_attestation,mainchain_rate,branch_ratio,blocktree_entropy,attack_probability,attackable_slots_count,successful_reorgs,failed_reorgs,malicious_blocks_proposal_percent,malicious_blocks_finality_percent,malicious_finality_probability,delayed_block_influence,total_malicious_blocks_final,total_final_blocks,total_blocks
4,128,0.2,9,0.5,24.706452907345053,1.0,0.3142857142857143,2.0,1.163063204372439,0.08823529411764706,3,3,0,0.11428571428571428,0.2727272727272727,0.75,3,3,11,35
4,128,0.25,9,0.5,0.1,1.0,1.0,0.0,0.12974069471942834,0.14705882352941177,5,0,5,0.14285714285714285,0.14285714285714285,1.0,0,5,35,35
4,128,0.25,9,0.5,0.13,1.0,1.0,0.0,0.12974069471942834,0.35294117647058826,12,0,12,0.34285714285714286,0.34285714285714286,1.0,0,12,35,35
4,128,0.25,9,0.5,0.169,1.0,1.0,0.0,0.12974069471942834,0.20588235294117646,7,0,7,0.2,0.2,1.0,0,7,35,35
4,128,0.25,9,0.5,0.21970000000000003,1.0,1.0,0.0,0.12974069471942834,0.2647058823529412,9,1,8,0.2571428571428571,0.2571428571428571,1.0,0,9,35,35
4,128,0.25,9,0.5,0.28561000000000003,1.0,1.0,0.0,0.12974069471942834,0.20588235294117646,7,0,7,0.2,0.2,1.0,0,7,35,35
4,128,0.25,9,0.5,0.37129300000000004,1.0,1.0,0.0,0.12974069471942834,0.17647058823529413,6,0,6,0.17142857142857143,0.17142857142857143,1.0,0,6,35,35
4,128,0.25,9,0.5,0.4826809000000001,1.0,1.0,0.0,0.12974069471942834,0.29411764705882354,10,0,10,0.2857142857142857,0.2857142857142857,1.0,0,10,35,35
4,128,0.25,9,0.5,0.6274851700000001,1.0,1.0,0.0,0.12974069471942834,0.29411764705882354,10,0,10,0.2857142857142857,0.2857142857142857,1.0,0,10,35,35
4,128,0.25,9,0.5,0.8157307210000002,1.0,1.0,0.0,0.12974069471942834,0.2647058823529412,9,0,9,0.2571428571428571,0.2571428571428571,1.0,0,9,35,35
4,128,0.25,9,0.5,1.0604499373000003,1.0,1.0,0.0,0.12974069471942834,0.38235294117647056,13,0,13,0.4,0.4,1.0,0,14,35,35
4,128,0.25,9,0.5,1.3785849184900003,1.0,0.9714285714285714,0.029411764705882353,0.3470668257548097,0.23529411764705882,8,0,8,0.22857142857142856,0.20588235294117646,0.875,1,7,34,35
4,128,0.25,9,0.5,1.7921603940370006,1.0,0.9714285714285714,0.029411764705882353,0.3470668257548097,0.35294117647058826,12,1,11,0.34285714285714286,0.3235294117647059,0.9166666666666666,1,11,34,35
4,128,0.25,9,0.5,2.3298085122481007,1.0,1.0,0.0,0.12974069471942834,0.20588235294117646,7,0,7,0.2,0.2,1.0,0,7,35,35
4,128,0.25,9,0.5,3.028751065922531,1.0,0.9714285714285714,0.029411764705882353,0.3470668257548097,0.23529411764705882,8,1,7,0.22857142857142856,0.23529411764705882,1.0,0,8,34,35
4,128,0.25,9,0.5,3.9373763856992907,1.0,0.9428571428571428,0.06060606060606061,0.5062608421468742,0.20588235294117646,7,0,7,0.2,0.21212121212121213,1.0,0,7,33,35
4,128,0.25,9,0.5,5.118589301409078,1.0,0.8571428571428571,0.16666666666666666,0.8390326813211415,0.17647058823529413,6,1,5,0.17142857142857143,0.2,1.0,1,6,30,35
4,128,0.25,9,0.5,6.654166091831802,1.0,0.6285714285714286,0.5909090909090909,1.0717287302022056,0.3235294117647059,11,5,6,0.3142857142857143,0.45454545454545453,0.9090909090909091,5,10,22,35
4,128,0.25,9,0.5,8.650415919381343,1.0,0.5714285714285714,0.75,1.2649623364282154,0.17647058823529413,6,2,4,0.17142857142857143,0.1,0.3333333333333333,5,2,20,35
4,128,0.25,9,0.5,11.245540695195746,1.0,0.5142857142857142,0.8888888888888888,1.275124501863658,0.35294117647058826,12,6,6,0.34285714285714286,0.4444444444444444,0.6666666666666666,8,8,18,35
4,128,0.25,9,0.5,14.61920290375447,1.0,0.5428571428571428,0.7894736842105263,1.1874875262577909,0.17647058823529413,6,5,1,0.17142857142857143,0.3157894736842105,1.0,5,6,19,35
4,128,0.25,9,0.5,19.00496377488081,1.0,0.4,1.2142857142857142,1.2864114674626141,0.29411764705882354,10,9,1,0.2857142857142857,0.5714285714285714,0.8,8,8,14,35
4,128,0.25,9,0.5,24.706452907345053,1.0,0.37142857142857144,1.6153846153846154,1.1714731467358281,0.2647058823529412,9,7,2,0.2571428571428571,0.5384615384615384,0.7777777777777778,8,7,13,35
4,128,0.3,9,0.5,0.1,1.0,1.0,0.0,0.12974069471942834,0.47058823529411764,16,1,15,0.45714285714285713,0.45714285714285713,1.0,0,16,35,35
4,128,0.3,9,0.5,0.13,1.0,1.0,0.0,0.12974069471942834,0.29411764705882354,10,0,10,0.2857142857142857,0.2857142857142857,1.0,0,10,35,35
4,128,0.3,9,0.5,0.169,1.0,1.0,0.0,0.12974069471942834,0.23529411764705882,8,0,8,0.22857142857142856,0.22857142857142856,1.0,0,8,35,35
4,128,0.3,9,0.5,0.21970000000000003,1.0,1.0,0.0,0.12974069471942834,0.29411764705882354,10,0,10,0.2857142857142857,0.2857142857142857,1.0,0,10,35,35
4,128,0.3,9,0.5,0.28561000000000003,1.0,1.0,0.0,0.12974069471942834,0.23529411764705882,8,1,7,0.22857142857142856,0.22857142857142856,1.0,0,8,35,35
4,128,0.3,9,0.5,0.37129300000000004,1.0,1.0,0.0,0.12974069471942834,0.14705882352941177,5,0,5,0.14285714285714285,0.14285714285714285,1.0,0,5,35,35
4,128,0.3,9,0.5,0.4826809000000001,1.0,1.0,0.0,0.12974069471942834,0.4117647058823529,14,0,14,0.4,0.4,1.0,0,14,35,35
4,128,0.3,9,0.5,0.6274851700000001,1.0,1.0,0.0,0.12974069471942834,0.23529411764705882,8,1,7,0.22857142857142856,0.22857142857142856,1.0,0,8,35,35
4,128,0.3,9,0.5,0.8157307210000002,1.0,1.0,0.0,0.12974069471942834,0.29411764705882354,10,0,10,0.2857142857142857,0.2857142857142857,1.0,0,10,35,35
4,128,0.3,9,0.5,1.0604499373000003,1.0,1.0,0.0,0.12974069471942834,0.29411764705882354,10,0,10,0.2857142857142857,0.2857142857142857,1.0,0,10,35,35
