no_neighs,no_nodes,malicious_stake,adversary_offset,proposer_vote_boost,tau_block,tau_attestation,mainchain_rate,branch_ratio,blocktree_entropy,successful_reorgs,malicious_blocks_percent,failed_reorgs,attack_probability
8,128,0.1,7,0.5,1.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.11111111111111112,2.0,0.07692307692307693
8,128,0.1,7,0.5,1.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.037037037037037035,0.0,0.0
8,128,0.1,7,0.5,4.0,10.0,0.9259259259259259,0.04,0.4195558923202333,0.0,0.11111111111111112,1.0,0.038461538461538464
8,128,0.1,7,0.5,4.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.07407407407407407,1.0,0.038461538461538464
8,128,0.1,7,0.6,1.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.037037037037037035,0.0,0.0
8,128,0.1,7,0.6,1.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.18518518518518517,2.0,0.07692307692307693
8,128,0.1,7,0.6,4.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.037037037037037035,0.0,0.0
8,128,0.1,7,0.6,4.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.18518518518518517,1.0,0.038461538461538464
8,128,0.2,5,0.4,1.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.18518518518518517,1.0,0.038461538461538464
8,128,0.2,5,0.4,1.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.2962962962962963,4.0,0.15384615384615385
8,128,0.2,5,0.4,4.0,10.0,0.9851851851851852,0.0,0.15841057013179086,1.0,0.22222222222222224,2.0,0.11538461538461539
8,128,0.2,5,0.4,4.0,50.0,0.8518518518518519,0.043478260869565216,0.4195558923202333,0.0,0.11111111111111112,3.0,0.11538461538461539
8,128,0.2,5,0.5,1.0,10.0,0.9777777777777776,0.0,0.15841057013179086,1.0,0.25925925925925924,3.0,0.15384615384615385
8,128,0.2,5,0.5,1.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.07407407407407407,1.0,0.038461538461538464
8,128,0.2,5,0.5,4.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.14814814814814814,3.0,0.11538461538461539
8,128,0.2,5,0.5,4.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.25925925925925924,5.0,0.19230769230769232
8,128,0.2,5,0.6,1.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.22222222222222224,3.0,0.11538461538461539
8,128,0.2,5,0.6,1.0,50.0,0.962962962962963,0.0,0.15841057013179086,1.0,0.22222222222222224,2.0,0.11538461538461539
8,128,0.2,5,0.6,4.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.22222222222222224,4.0,0.15384615384615385
8,128,0.2,5,0.6,4.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.11111111111111112,1.0,0.038461538461538464
8,128,0.2,6,0.4,1.0,10.0,0.9777777777777776,0.0,0.15841057013179086,1.0,0.22222222222222224,2.0,0.11538461538461539
8,128,0.2,6,0.4,1.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.22222222222222224,2.0,0.07692307692307693
8,128,0.2,6,0.4,4.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.18518518518518517,2.0,0.07692307692307693
8,128,0.2,6,0.4,4.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.22222222222222224,4.0,0.15384615384615385
8,128,0.2,6,0.5,1.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.11111111111111112,2.0,0.07692307692307693
8,128,0.2,6,0.5,1.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.14814814814814814,3.0,0.11538461538461539
8,128,0.2,6,0.5,4.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.22222222222222224,3.0,0.11538461538461539
8,128,0.2,6,0.5,4.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.07407407407407407,1.0,0.038461538461538464
8,128,0.2,6,0.6,1.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.18518518518518517,3.0,0.11538461538461539
8,128,0.2,6,0.6,1.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.18518518518518517,1.0,0.038461538461538464
8,128,0.2,6,0.6,4.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.14814814814814814,4.0,0.15384615384615385
8,128,0.2,6,0.6,4.0,50.0,0.8518518518518519,0.043478260869565216,0.4195558923202333,0.0,0.2962962962962963,4.0,0.15384615384615385
8,128,0.2,7,0.4,1.0,10.0,0.962962962962963,0.0,0.15841057013179086,2.0,0.22222222222222224,3.0,0.19230769230769232
8,128,0.2,7,0.4,1.0,50.0,0.9703703703703702,0.0,0.15841057013179086,0.0,0.11111111111111112,1.0,0.038461538461538464
8,128,0.2,7,0.4,4.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.18518518518518517,4.0,0.15384615384615385
8,128,0.2,7,0.4,4.0,50.0,0.962962962962963,0.0,0.15841057013179086,1.0,0.14814814814814814,0.0,0.038461538461538464
8,128,0.2,7,0.5,1.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.25925925925925924,6.0,0.23076923076923078
8,128,0.2,7,0.5,1.0,50.0,0.9777777777777776,0.0,0.15841057013179086,2.0,0.2962962962962963,3.0,0.19230769230769232
8,128,0.2,7,0.5,4.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.18518518518518517,5.0,0.19230769230769232
8,128,0.2,7,0.5,4.0,50.0,0.962962962962963,0.0,0.15841057013179086,2.0,0.22222222222222224,2.0,0.15384615384615385
8,128,0.2,7,0.6,1.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.22222222222222224,3.0,0.11538461538461539
8,128,0.2,7,0.6,1.0,50.0,0.9703703703703702,0.0,0.15841057013179086,2.0,0.2962962962962963,3.0,0.19230769230769232
8,128,0.2,7,0.6,4.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.07407407407407407,2.0,0.07692307692307693
8,128,0.2,7,0.6,4.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.3333333333333333,5.0,0.19230769230769232
8,128,0.1,5,0.4,1.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.037037037037037035,0.0,0.0
8,128,0.1,5,0.4,1.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.037037037037037035,1.0,0.038461538461538464
8,128,0.1,5,0.4,4.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.11111111111111112,2.0,0.07692307692307693
8,128,0.1,5,0.4,4.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.07407407407407407,1.0,0.038461538461538464
8,128,0.1,5,0.5,1.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.18518518518518517,3.0,0.11538461538461539
8,128,0.1,5,0.5,1.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.07407407407407407,0.0,0.0
8,128,0.1,5,0.5,4.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.037037037037037035,0.0,0.0
8,128,0.1,5,0.5,4.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.0,0.0,0.0
8,128,0.1,5,0.6,1.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.18518518518518517,2.0,0.07692307692307693
8,128,0.1,5,0.6,1.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.037037037037037035,0.0,0.0
8,128,0.1,5,0.6,4.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.037037037037037035,0.0,0.0
8,128,0.1,5,0.6,4.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.07407407407407407,1.0,0.038461538461538464
8,128,0.1,6,0.4,1.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.14814814814814814,0.0,0.0
8,128,0.1,6,0.4,1.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.037037037037037035,1.0,0.038461538461538464
8,128,0.1,6,0.4,4.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.14814814814814814,2.0,0.07692307692307693
8,128,0.1,6,0.4,4.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.14814814814814814,2.0,0.07692307692307693
8,128,0.1,6,0.5,1.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.11111111111111112,0.0,0.0
8,128,0.1,6,0.5,1.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.18518518518518517,1.0,0.038461538461538464
8,128,0.1,6,0.5,4.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.11111111111111112,1.0,0.038461538461538464
8,128,0.1,6,0.5,4.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.11111111111111112,1.0,0.038461538461538464
8,128,0.1,6,0.6,1.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.07407407407407407,1.0,0.038461538461538464
8,128,0.1,6,0.6,1.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.037037037037037035,0.0,0.0
8,128,0.1,6,0.6,4.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.11111111111111112,1.0,0.038461538461538464
8,128,0.1,6,0.6,4.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.037037037037037035,0.0,0.0
8,128,0.1,7,0.4,1.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.11111111111111112,1.0,0.038461538461538464
8,128,0.1,7,0.4,1.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.14814814814814814,0.0,0.0
8,128,0.1,7,0.4,4.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.07407407407407407,1.0,0.038461538461538464
8,128,0.1,7,0.4,4.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.14814814814814814,2.0,0.07692307692307693
8,128,0.1,7,0.5,1.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.18518518518518517,0.0,0.0
8,128,0.1,7,0.5,1.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.07407407407407407,1.0,0.038461538461538464
8,128,0.1,7,0.5,4.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.037037037037037035,0.0,0.0
8,128,0.1,7,0.5,4.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.11111111111111112,2.0,0.07692307692307693
8,128,0.1,7,0.6,1.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.037037037037037035,1.0,0.038461538461538464
8,128,0.1,7,0.6,1.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.037037037037037035,0.0,0.0
8,128,0.1,7,0.6,4.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.0,0.0,0.0
8,128,0.1,7,0.6,4.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.037037037037037035,0.0,0.0
8,128,0.2,5,0.4,1.0,10.0,0.962962962962963,0.0,0.15841057013179086,1.0,0.22222222222222224,4.0,0.19230769230769232
8,128,0.2,5,0.4,1.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.18518518518518517,4.0,0.15384615384615385
8,128,0.2,5,0.4,4.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.11111111111111112,2.0,0.07692307692307693
8,128,0.2,5,0.4,4.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.07407407407407407,2.0,0.07692307692307693
8,128,0.2,5,0.5,1.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.18518518518518517,1.0,0.038461538461538464
8,128,0.2,5,0.5,1.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.14814814814814814,2.0,0.07692307692307693
8,128,0.2,5,0.5,4.0,10.0,0.9703703703703702,0.0,0.15841057013179086,0.0,0.18518518518518517,2.0,0.07692307692307693
8,128,0.2,5,0.5,4.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.25925925925925924,2.0,0.07692307692307693
8,128,0.2,5,0.6,1.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.11111111111111112,3.0,0.11538461538461539
8,128,0.2,5,0.6,1.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.22222222222222224,5.0,0.19230769230769232
8,128,0.2,5,0.6,4.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.07407407407407407,1.0,0.038461538461538464
8,128,0.2,5,0.6,4.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.11111111111111112,1.0,0.038461538461538464
8,128,0.2,6,0.4,1.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.18518518518518517,4.0,0.15384615384615385
8,128,0.2,6,0.4,1.0,50.0,0.962962962962963,0.0,0.15841057013179086,1.0,0.18518518518518517,3.0,0.15384615384615385
8,128,0.2,6,0.4,4.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.11111111111111112,2.0,0.07692307692307693
8,128,0.2,6,0.4,4.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.18518518518518517,2.0,0.07692307692307693
8,128,0.2,6,0.5,1.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.07407407407407407,1.0,0.038461538461538464
8,128,0.2,6,0.5,1.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.07407407407407407,1.0,0.038461538461538464
8,128,0.2,6,0.5,4.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.11111111111111112,3.0,0.11538461538461539
8,128,0.2,6,0.5,4.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.11111111111111112,2.0,0.07692307692307693
8,128,0.2,6,0.6,1.0,10.0,0.962962962962963,0.0,0.15841057013179086,1.0,0.25925925925925924,5.0,0.23076923076923078
8,128,0.2,6,0.6,1.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.3333333333333333,5.0,0.19230769230769232
8,128,0.2,6,0.6,4.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.07407407407407407,0.0,0.0
8,128,0.2,6,0.6,4.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.07407407407407407,2.0,0.07692307692307693
8,128,0.2,7,0.4,1.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.2962962962962963,4.0,0.15384615384615385
8,128,0.2,7,0.4,1.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.37037037037037035,7.0,0.2692307692307692
8,128,0.2,7,0.4,4.0,10.0,0.962962962962963,0.0,0.15841057013179086,1.0,0.22222222222222224,2.0,0.11538461538461539
8,128,0.2,7,0.4,4.0,50.0,0.9777777777777779,0.0,0.15841057013179086,1.0,0.18518518518518517,4.0,0.19230769230769232
8,128,0.2,7,0.5,1.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.07407407407407407,2.0,0.07692307692307693
8,128,0.2,7,0.5,1.0,50.0,0.962962962962963,0.0,0.15841057013179086,1.0,0.18518518518518517,2.0,0.11538461538461539
8,128,0.2,7,0.5,4.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.22222222222222224,3.0,0.11538461538461539
8,128,0.2,7,0.5,4.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.037037037037037035,1.0,0.038461538461538464
8,128,0.2,7,0.6,1.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.3333333333333333,6.0,0.23076923076923078
8,128,0.2,7,0.6,1.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.14814814814814814,3.0,0.11538461538461539
8,128,0.2,7,0.6,4.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.11111111111111112,2.0,0.07692307692307693
8,128,0.2,7,0.6,4.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.25925925925925924,3.0,0.11538461538461539
8,128,0.1,5,0.4,1.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.14814814814814814,3.0,0.11538461538461539
8,128,0.1,5,0.4,1.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.07407407407407407,1.0,0.038461538461538464
8,128,0.1,5,0.4,4.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.14814814814814814,2.0,0.07692307692307693
8,128,0.1,5,0.4,4.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.037037037037037035,0.0,0.0
8,128,0.1,5,0.5,1.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.07407407407407407,0.0,0.0
8,128,0.1,5,0.5,1.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.0,0.0,0.0
8,128,0.1,5,0.5,4.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.0,0.0,0.0
8,128,0.1,5,0.5,4.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.07407407407407407,1.0,0.038461538461538464
8,128,0.1,5,0.6,1.0,10.0,0.9703703703703702,0.0,0.15841057013179086,0.0,0.11111111111111112,1.0,0.038461538461538464
8,128,0.1,5,0.6,1.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.037037037037037035,0.0,0.0
8,128,0.1,5,0.6,4.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.0,0.0,0.0
8,128,0.1,5,0.6,4.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.07407407407407407,0.0,0.0
8,128,0.1,6,0.4,1.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.11111111111111112,0.0,0.0
8,128,0.1,6,0.4,1.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.11111111111111112,2.0,0.07692307692307693
8,128,0.1,6,0.4,4.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.11111111111111112,1.0,0.038461538461538464
8,128,0.1,6,0.4,4.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.037037037037037035,1.0,0.038461538461538464
8,128,0.1,6,0.5,1.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.037037037037037035,1.0,0.038461538461538464
8,128,0.1,6,0.5,1.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.037037037037037035,0.0,0.0
8,128,0.1,6,0.5,4.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.11111111111111112,1.0,0.038461538461538464
8,128,0.1,6,0.5,4.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.07407407407407407,1.0,0.038461538461538464
8,128,0.1,6,0.6,1.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.07407407407407407,1.0,0.038461538461538464
8,128,0.1,6,0.6,1.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.037037037037037035,0.0,0.0
8,128,0.1,6,0.6,4.0,10.0,0.9703703703703702,0.0,0.15841057013179086,0.0,0.11111111111111112,0.0,0.0
8,128,0.1,6,0.6,4.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.037037037037037035,1.0,0.038461538461538464
8,128,0.1,7,0.4,1.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.11111111111111112,0.0,0.0
8,128,0.1,7,0.4,1.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.14814814814814814,0.0,0.0
8,128,0.1,7,0.4,4.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.07407407407407407,0.0,0.0
8,128,0.1,7,0.4,4.0,50.0,0.962962962962963,0.0,0.15841057013179086,1.0,0.22222222222222224,1.0,0.07692307692307693
8,128,0.1,7,0.5,1.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.037037037037037035,0.0,0.0
8,128,0.1,7,0.5,1.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.0,0.0,0.0
8,128,0.1,7,0.5,4.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.07407407407407407,1.0,0.038461538461538464
8,128,0.1,7,0.5,4.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.0,0.0,0.0
8,128,0.1,7,0.6,1.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.037037037037037035,0.0,0.0
8,128,0.1,7,0.6,1.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.07407407407407407,0.0,0.0
8,128,0.1,7,0.6,4.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.07407407407407407,0.0,0.0
8,128,0.1,7,0.6,4.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.037037037037037035,0.0,0.0
8,128,0.2,5,0.4,1.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.25925925925925924,4.0,0.15384615384615385
8,128,0.2,5,0.4,1.0,50.0,0.9703703703703702,0.0,0.15841057013179086,1.0,0.2962962962962963,5.0,0.23076923076923078
8,128,0.2,5,0.4,4.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.14814814814814814,2.0,0.07692307692307693
8,128,0.2,5,0.4,4.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.22222222222222224,2.0,0.07692307692307693
8,128,0.2,5,0.5,1.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.14814814814814814,3.0,0.11538461538461539
8,128,0.2,5,0.5,1.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.11111111111111112,1.0,0.038461538461538464
8,128,0.2,5,0.5,4.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.07407407407407407,1.0,0.038461538461538464
8,128,0.2,5,0.5,4.0,50.0,0.9333333333333333,0.03969230769230769,0.4195558923202333,0.0,0.18518518518518517,3.0,0.11538461538461539
8,128,0.2,5,0.6,1.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.14814814814814814,2.0,0.07692307692307693
8,128,0.2,5,0.6,1.0,50.0,0.962962962962963,0.0,0.15841057013179086,1.0,0.25925925925925924,2.0,0.11538461538461539
8,128,0.2,5,0.6,4.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.14814814814814814,0.0,0.0
8,128,0.2,5,0.6,4.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.18518518518518517,2.0,0.07692307692307693
8,128,0.2,6,0.4,1.0,10.0,0.9703703703703704,0.0,0.15841057013179086,0.0,0.14814814814814814,1.0,0.038461538461538464
8,128,0.2,6,0.4,1.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.07407407407407407,1.0,0.038461538461538464
8,128,0.2,6,0.4,4.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.22222222222222224,4.0,0.15384615384615385
8,128,0.2,6,0.4,4.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.14814814814814814,2.0,0.07692307692307693
8,128,0.2,6,0.5,1.0,10.0,0.9777777777777776,0.0,0.15841057013179086,2.0,0.3333333333333333,4.0,0.23076923076923078
8,128,0.2,6,0.5,1.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.22222222222222224,3.0,0.11538461538461539
8,128,0.2,6,0.5,4.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.18518518518518517,3.0,0.11538461538461539
8,128,0.2,6,0.5,4.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.11111111111111112,0.0,0.0
8,128,0.2,6,0.6,1.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.14814814814814814,2.0,0.07692307692307693
8,128,0.2,6,0.6,1.0,50.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.14814814814814814,2.0,0.07692307692307693
8,128,0.2,6,0.6,4.0,10.0,0.962962962962963,0.0,0.15841057013179086,0.0,0.2962962962962963,5.0,0.19230769230769232
8,128,0.2,6,0.6,4.0,50.0,0.9703703703703702,0.0,0.15841057013179086,1.0,0.14814814814814814,1.0,0.07692307692307693
