no_neighs,no_nodes,malicious_stake,adversary_offset,proposer_vote_boost,tau_block,tau_attestation,mainchain_rate,branch_ratio,blocktree_entropy,attack_probability,attackable_slots_count,successful_reorgs,failed_reorgs,malicious_blocks_proposal_percent,malicious_blocks_finality_percent,malicious_finality_probability,delayed_block_influence,total_malicious_blocks_final,total_final_blocks,total_blocks
4,128,0.0,9,0.0,14.61920290375447,62.5,0.34285714285714286,0.9166666666666666,1.1874875262577909,0.0,0,0,0,0.0,0.0,0.0,0,0,12,35
4,128,0.0,9,0.0,19.00496377488081,0.1,0.34285714285714286,1.5833333333333333,1.21947499933492,0.0,0,0,0,0.0,0.0,0.0,0,0,12,35
4,128,0.0,9,0.0,19.00496377488081,0.5,0.34285714285714286,1.6666666666666667,1.2234337811134233,0.0,0,0,0,0.0,0.0,0.0,0,0,12,35
4,128,0.0,9,0.0,19.00496377488081,2.5,0.37142857142857144,1.6923076923076923,1.1384047410194291,0.0,0,0,0,0.0,0.0,0.0,0,0,13,35
4,128,0.0,9,0.0,19.00496377488081,12.5,0.4,1.4285714285714286,1.183825370795712,0.0,0,0,0,0.0,0.0,0.0,0,0,14,35
4,128,0.0,9,0.0,19.00496377488081,62.5,0.2857142857142857,0.9,1.3009899589591893,0.0,0,0,0,0.0,0.0,0.0,0,0,10,35
4,128,0.0,9,0.0,24.706452907345053,0.1,0.2857142857142857,2.3,0.9481493958859666,0.0,0,0,0,0.0,0.0,0.0,0,0,10,35
4,128,0.0,9,0.0,24.706452907345053,0.5,0.22857142857142856,2.625,1.0839023300621429,0.0,0,0,0,0.0,0.0,0.0,0,0,8,35
4,128,0.0,9,0.0,24.706452907345053,2.5,0.2571428571428571,2.6666666666666665,1.043159045173156,0.0,0,0,0,0.0,0.0,0.0,0,0,9,35
4,128,0.0,9,0.0,24.706452907345053,12.5,0.3142857142857143,1.7272727272727273,1.2707729515611013,0.0,0,0,0,0.0,0.0,0.0,0,0,11,35
4,128,0.0,9,0.0,24.706452907345053,62.5,0.2571428571428571,2.2222222222222223,1.1065270908316849,0.0,0,0,0,0.0,0.0,0.0,0,0,9,35
4,128,0.05,9,0.0,0.1,0.1,1.0,0.0,0.12974069471942834,0.0,0,0,0,0.05714285714285714,0.05714285714285714,1.0,0,2,35,35
4,128,0.05,9,0.0,0.1,0.5,1.0,0.0,0.12974069471942834,0.0,0,0,0,0.02857142857142857,0.02857142857142857,1.0,0,1,35,35
4,128,0.05,9,0.0,0.1,2.5,1.0,0.0,0.12974069471942834,0.058823529411764705,2,0,2,0.05714285714285714,0.05714285714285714,1.0,0,2,35,35
4,128,0.05,9,0.0,0.1,12.5,1.0,0.0,0.12974069471942834,0.0,0,0,0,0.0,0.0,0.0,0,0,35,35
4,128,0.05,9,0.0,0.1,62.5,1.0,0.0,0.12974069471942834,0.029411764705882353,1,0,1,0.05714285714285714,0.05714285714285714,1.0,0,2,35,35
4,128,0.05,9,0.0,0.13,0.1,1.0,0.0,0.12974069471942834,0.0,0,0,0,0.0,0.0,0.0,0,0,35,35
4,128,0.05,9,0.0,0.13,0.5,1.0,0.0,0.12974069471942834,0.029411764705882353,1,0,1,0.02857142857142857,0.02857142857142857,1.0,0,1,35,35
4,128,0.05,9,0.0,0.13,2.5,1.0,0.0,0.12974069471942834,0.0,0,0,0,0.02857142857142857,0.02857142857142857,1.0,0,1,35,35
4,128,0.05,9,0.0,0.13,12.5,1.0,0.0,0.12974069471942834,0.029411764705882353,1,0,1,0.02857142857142857,0.02857142857142857,1.0,0,1,35,35
4,128,0.05,9,0.0,0.13,62.5,1.0,0.0,0.12974069471942834,0.029411764705882353,1,0,1,0.05714285714285714,0.05714285714285714,1.0,0,2,35,35
4,128,0.05,9,0.0,0.169,0.1,1.0,0.0,0.12974069471942834,0.058823529411764705,2,1,1,0.05714285714285714,0.05714285714285714,1.0,0,2,35,35
4,128,0.05,9,0.0,0.169,0.5,1.0,0.0,0.12974069471942834,0.029411764705882353,1,0,1,0.02857142857142857,0.02857142857142857,1.0,0,1,35,35
4,128,0.05,9,0.0,0.169,2.5,1.0,0.0,0.12974069471942834,0.0,0,0,0,0.0,0.0,0.0,0,0,35,35
4,128,0.05,9,0.0,0.169,12.5,1.0,0.0,0.12974069471942834,0.029411764705882353,1,0,1,0.05714285714285714,0.05714285714285714,1.0,0,2,35,35
4,128,0.05,9,0.0,0.169,62.5,1.0,0.0,0.12974069471942834,0.029411764705882353,1,0,1,0.05714285714285714,0.05714285714285714,1.0,0,2,35,35
4,128,0.05,9,0.0,0.21970000000000003,0.1,1.0,0.0,0.12974069471942834,0.0,0,0,0,0.02857142857142857,0.02857142857142857,1.0,0,1,35,35
4,128,0.05,9,0.0,0.21970000000000003,0.5,1.0,0.0,0.12974069471942834,0.029411764705882353,1,0,1,0.02857142857142857,0.02857142857142857,1.0,0,1,35,35
4,128,0.05,9,0.0,0.21970000000000003,2.5,1.0,0.0,0.12974069471942834,0.0,0,0,0,0.0,0.0,0.0,0,0,35,35
4,128,0.05,9,0.0,0.21970000000000003,12.5,1.0,0.0,0.12974069471942834,0.029411764705882353,1,0,1,0.05714285714285714,0.05714285714285714,1.0,0,2,35,35
4,128,0.05,9,0.0,0.21970000000000003,62.5,1.0,0.0,0.12974069471942834,0.0,0,0,0,0.02857142857142857,0.02857142857142857,1.0,0,1,35,35
4,128,0.05,9,0.0,0.28561000000000003,0.1,1.0,0.0,0.12974069471942834,0.0,0,0,0,0.0,0.0,0.0,0,0,35,35
4,128,0.05,9,0.0,0.28561000000000003,0.5,1.0,0.0,0.12974069471942834,0.0,0,0,0,0.0,0.0,0.0,0,0,35,35
4,128,0.05,9,0.0,0.28561000000000003,2.5,1.0,0.0,0.12974069471942834,0.029411764705882353,1,0,1,0.02857142857142857,0.02857142857142857,1.0,0,1,35,35
4,128,0.05,9,0.0,0.28561000000000003,12.5,1.0,0.0,0.12974069471942834,0.0,0,0,0,0.0,0.0,0.0,0,0,35,35
4,128,0.05,9,0.0,0.28561000000000003,62.5,1.0,0.0,0.12974069471942834,0.058823529411764705,2,0,2,0.05714285714285714,0.05714285714285714,1.0,0,2,35,35
4,128,0.05,9,0.0,0.37129300000000004,0.1,1.0,0.0,0.12974069471942834,0.0,0,0,0,0.0,0.0,0.0,0,0,35,35
4,128,0.05,9,0.0,0.37129300000000004,0.5,1.0,0.0,0.12974069471942834,0.0,0,0,0,0.02857142857142857,0.02857142857142857,1.0,0,1,35,35
4,128,0.05,9,0.0,0.37129300000000004,2.5,1.0,0.0,0.12974069471942834,0.08823529411764706,3,0,3,0.08571428571428572,0.08571428571428572,1.0,0,3,35,35
4,128,0.05,9,0.0,0.37129300000000004,12.5,1.0,0.0,0.12974069471942834,0.029411764705882353,1,0,1,0.02857142857142857,0.02857142857142857,1.0,0,1,35,35
4,128,0.05,9,0.0,0.37129300000000004,62.5,1.0,0.0,0.12974069471942834,0.0,0,0,0,0.02857142857142857,0.02857142857142857,1.0,0,1,35,35
4,128,0.05,9,0.0,0.4826809000000001,0.1,1.0,0.0,0.12974069471942834,0.029411764705882353,1,0,1,0.05714285714285714,0.05714285714285714,1.0,0,2,35,35
4,128,0.05,9,0.0,0.4826809000000001,0.5,1.0,0.0,0.12974069471942834,0.0,0,0,0,0.0,0.0,0.0,0,0,35,35
4,128,0.05,9,0.0,0.4826809000000001,2.5,1.0,0.0,0.12974069471942834,0.0,0,0,0,0.0,0.0,0.0,0,0,35,35
