no_neighs,no_nodes,tau_block,tau_attestation,mainchain_rate,branch_ratio
3,96,21.0,11.0,0.2647058823529412,1.962962962962963
3,96,21.0,13.0,0.28431372549019607,1.8275862068965518
3,96,21.0,15.0,0.28431372549019607,2.0689655172413794
3,96,21.0,17.0,0.23529411764705882,2.1666666666666665
3,96,21.0,19.0,0.20588235294117646,2.380952380952381
3,96,21.0,21.0,0.24509803921568626,2.0
3,96,1.0,1.0,1.0,0.0
3,96,1.0,3.0,1.0,0.0
3,96,1.0,5.0,1.0,0.0
3,96,1.0,7.0,1.0,0.0
3,96,1.0,9.0,1.0,0.0
3,96,1.0,11.0,1.0,0.0
3,96,1.0,13.0,1.0,0.0
3,96,1.0,15.0,1.0,0.0
3,96,1.0,17.0,1.0,0.0
3,96,1.0,19.0,1.0,0.0
3,96,1.0,21.0,1.0,0.0
3,96,3.0,1.0,0.9215686274509803,0.0851063829787234
3,96,3.0,3.0,0.8823529411764706,0.13333333333333333
3,96,3.0,5.0,0.7843137254901961,0.2125
3,96,3.0,7.0,0.8431372549019608,0.18604651162790697
3,96,3.0,9.0,0.8823529411764706,0.12222222222222222
3,96,3.0,11.0,0.7450980392156863,0.2631578947368421
3,96,3.0,13.0,0.8333333333333334,0.15294117647058825
3,96,3.0,15.0,0.8431372549019608,0.09302325581395349
3,96,3.0,17.0,0.7549019607843137,0.19480519480519481
3,96,3.0,19.0,0.9607843137254902,0.04081632653061224
3,96,3.0,21.0,0.8529411764705882,0.14942528735632185
3,96,5.0,1.0,0.6862745098039216,0.45714285714285713
3,96,5.0,3.0,0.7156862745098039,0.3972602739726027
3,96,5.0,5.0,0.7058823529411765,0.3611111111111111
3,96,5.0,7.0,0.6372549019607843,0.49230769230769234
3,96,5.0,9.0,0.7058823529411765,0.3333333333333333
3,96,5.0,11.0,0.7254901960784313,0.36486486486486486
3,96,5.0,13.0,0.5784313725490197,0.559322033898305
3,96,5.0,15.0,0.6470588235294118,0.4393939393939394
3,96,5.0,17.0,0.5196078431372549,0.6415094339622641
3,96,5.0,19.0,0.6764705882352942,0.34782608695652173
3,96,5.0,21.0,0.5392156862745098,0.5454545454545454
3,96,7.0,1.0,0.5196078431372549,0.8490566037735849
3,96,7.0,3.0,0.5588235294117647,0.7543859649122807
3,96,7.0,5.0,0.5294117647058824,0.7777777777777778
3,96,7.0,7.0,0.5098039215686274,0.75
3,96,7.0,9.0,0.5,0.8431372549019608
3,96,7.0,11.0,0.4803921568627451,0.8163265306122449
3,96,7.0,13.0,0.5,0.7843137254901961
3,96,7.0,15.0,0.5294117647058824,0.6851851851851852
3,96,7.0,17.0,0.49019607843137253,0.76
3,96,7.0,19.0,0.5,0.8431372549019608
3,96,7.0,21.0,0.5392156862745098,0.5454545454545454
3,96,9.0,1.0,0.5196078431372549,0.8113207547169812
3,96,9.0,3.0,0.5,0.9019607843137255
3,96,9.0,5.0,0.49019607843137253,0.92
3,96,9.0,7.0,0.5294117647058824,0.7592592592592593
3,96,9.0,9.0,0.4803921568627451,0.9183673469387755
3,96,9.0,11.0,0.43137254901960786,1.0681818181818181
3,96,9.0,13.0,0.46078431372549017,0.9574468085106383
3,96,9.0,15.0,0.47058823529411764,0.9166666666666666
3,96,9.0,17.0,0.37254901960784315,1.0789473684210527
3,96,9.0,19.0,0.4019607843137255,1.0731707317073171
3,96,9.0,21.0,0.4117647058823529,0.9523809523809523
3,96,11.0,1.0,0.4117647058823529,1.380952380952381
3,96,11.0,3.0,0.43137254901960786,1.1590909090909092
3,96,11.0,5.0,0.4215686274509804,1.1395348837209303
3,96,11.0,7.0,0.4117647058823529,1.3333333333333333
3,96,11.0,9.0,0.35294117647058826,1.3611111111111112
3,96,11.0,11.0,0.37254901960784315,1.4473684210526316
3,96,11.0,13.0,0.38235294117647056,1.3333333333333333
3,96,11.0,15.0,0.27450980392156865,1.6785714285714286
3,96,11.0,17.0,0.39215686274509803,1.325
3,96,11.0,19.0,0.38235294117647056,1.2307692307692308
3,96,11.0,21.0,0.4411764705882353,1.0222222222222221
3,96,13.0,1.0,0.3627450980392157,1.4594594594594594
3,96,13.0,3.0,0.4215686274509804,1.3255813953488371
3,96,13.0,5.0,0.3431372549019608,1.6285714285714286
3,96,13.0,7.0,0.38235294117647056,1.3846153846153846
3,96,13.0,9.0,0.29411764705882354,1.9
3,96,13.0,11.0,0.35294117647058826,1.5
3,96,13.0,13.0,0.35294117647058826,1.4444444444444444
3,96,13.0,15.0,0.3137254901960784,1.59375
3,96,13.0,17.0,0.3137254901960784,1.6875
3,96,13.0,19.0,0.3235294117647059,1.393939393939394
3,96,13.0,21.0,0.3627450980392157,1.2702702702702702
3,96,15.0,1.0,0.3235294117647059,1.7575757575757576
3,96,15.0,3.0,0.3431372549019608,1.542857142857143
3,96,15.0,5.0,0.3627450980392157,1.4324324324324325
3,96,15.0,7.0,0.39215686274509803,1.375
3,96,15.0,9.0,0.30392156862745096,1.6774193548387097
3,96,15.0,11.0,0.29411764705882354,1.5666666666666667
3,96,15.0,13.0,0.27450980392156865,2.0
3,96,15.0,15.0,0.28431372549019607,1.6206896551724137
3,96,15.0,17.0,0.29411764705882354,1.5333333333333334
3,96,15.0,19.0,0.3431372549019608,1.5714285714285714
3,96,15.0,21.0,0.29411764705882354,1.3666666666666667
3,96,17.0,1.0,0.29411764705882354,1.9333333333333333
3,96,17.0,3.0,0.29411764705882354,1.9
3,96,17.0,5.0,0.3333333333333333,1.8235294117647058
3,96,17.0,7.0,0.3333333333333333,1.7941176470588236
3,96,17.0,9.0,0.2647058823529412,2.2222222222222223
3,96,17.0,11.0,0.3333333333333333,1.6176470588235294
3,96,17.0,13.0,0.2647058823529412,2.0
3,96,17.0,15.0,0.28431372549019607,2.0689655172413794
3,96,17.0,17.0,0.28431372549019607,1.7241379310344827
3,96,17.0,19.0,0.2549019607843137,2.076923076923077
3,96,17.0,21.0,0.2647058823529412,2.0
3,96,19.0,1.0,0.29411764705882354,2.033333333333333
3,96,19.0,3.0,0.28431372549019607,1.896551724137931
3,96,19.0,5.0,0.22549019607843138,2.4347826086956523
3,96,19.0,7.0,0.2647058823529412,2.185185185185185
3,96,19.0,9.0,0.2647058823529412,2.185185185185185
3,96,19.0,11.0,0.27450980392156865,2.0714285714285716
3,96,19.0,13.0,0.27450980392156865,2.0714285714285716
3,96,19.0,15.0,0.27450980392156865,2.107142857142857
3,96,19.0,17.0,0.29411764705882354,1.7333333333333334
3,96,19.0,19.0,0.2647058823529412,1.8518518518518519
3,96,19.0,21.0,0.3235294117647059,1.5757575757575757
3,96,21.0,1.0,0.30392156862745096,1.7096774193548387
3,96,21.0,3.0,0.2549019607843137,2.423076923076923
3,96,21.0,5.0,0.2549019607843137,2.269230769230769
3,96,21.0,7.0,0.27450980392156865,2.142857142857143
3,96,21.0,9.0,0.28431372549019607,2.0689655172413794
3,96,21.0,11.0,0.28431372549019607,2.1379310344827585
3,96,21.0,13.0,0.2647058823529412,2.3703703703703702
3,96,21.0,15.0,0.27450980392156865,2.0357142857142856
3,96,21.0,17.0,0.20588235294117646,2.0952380952380953
3,96,21.0,19.0,0.19607843137254902,2.5
3,96,21.0,21.0,0.22549019607843138,2.347826086956522
3,96,1.0,1.0,1.0,0.0
3,96,1.0,3.0,1.0,0.0
3,96,1.0,5.0,1.0,0.0
3,96,1.0,7.0,1.0,0.0
3,96,1.0,9.0,1.0,0.0
3,96,1.0,11.0,1.0,0.0
3,96,1.0,13.0,1.0,0.0
3,96,1.0,15.0,1.0,0.0
3,96,1.0,17.0,1.0,0.0
3,96,1.0,19.0,1.0,0.0
3,96,1.0,21.0,1.0,0.0
3,96,3.0,1.0,0.9019607843137255,0.10869565217391304
3,96,3.0,3.0,0.9607843137254902,0.04081632653061224
3,96,3.0,5.0,0.8137254901960784,0.20481927710843373
3,96,3.0,7.0,0.9509803921568627,0.041237113402061855
3,96,3.0,9.0,0.8235294117647058,0.20238095238095238
3,96,3.0,11.0,0.8235294117647058,0.10714285714285714
3,96,3.0,13.0,0.7941176470588235,0.19753086419753085
3,96,3.0,15.0,0.7745098039215687,0.21518987341772153
3,96,3.0,17.0,0.803921568627451,0.1951219512195122
3,96,3.0,19.0,0.7843137254901961,0.2
3,96,3.0,21.0,0.9215686274509803,0.07446808510638298
3,96,5.0,1.0,0.6666666666666666,0.5
3,96,5.0,3.0,0.6764705882352942,0.4492753623188406
3,96,5.0,5.0,0.696078431372549,0.4225352112676056
3,96,5.0,7.0,0.5784313725490197,0.6440677966101694
3,96,5.0,9.0,0.6176470588235294,0.5079365079365079
3,96,5.0,11.0,0.5980392156862745,0.5081967213114754
3,96,5.0,13.0,0.696078431372549,0.36619718309859156
3,96,5.0,15.0,0.5196078431372549,0.5660377358490566
3,96,5.0,17.0,0.5490196078431373,0.5535714285714286
3,96,5.0,19.0,0.4803921568627451,0.5510204081632653
3,96,5.0,21.0,0.5882352941176471,0.5166666666666667
3,96,7.0,1.0,0.5588235294117647,0.7543859649122807
3,96,7.0,3.0,0.5588235294117647,0.6842105263157895
3,96,7.0,5.0,0.5196078431372549,0.8490566037735849
3,96,7.0,7.0,0.46078431372549017,0.9361702127659575
3,96,7.0,9.0,0.5098039215686274,0.75
3,96,7.0,11.0,0.4803921568627451,0.9183673469387755
3,96,7.0,13.0,0.5196078431372549,0.8679245283018868
3,96,7.0,15.0,0.5588235294117647,0.631578947368421
3,96,7.0,17.0,0.5098039215686274,0.6153846153846154
3,96,7.0,19.0,0.4411764705882353,0.7777777777777778
3,96,7.0,21.0,0.38235294117647056,0.7692307692307693
3,96,9.0,1.0,0.4803921568627451,1.0408163265306123
3,96,9.0,3.0,0.4215686274509804,1.1627906976744187
3,96,9.0,5.0,0.38235294117647056,1.4871794871794872
3,96,9.0,7.0,0.4117647058823529,1.1666666666666667
3,96,9.0,9.0,0.46078431372549017,0.8723404255319149
3,96,9.0,11.0,0.47058823529411764,0.9583333333333334
3,96,9.0,13.0,0.4019607843137255,1.048780487804878
3,96,9.0,15.0,0.4019607843137255,1.0
3,96,9.0,17.0,0.38235294117647056,0.9487179487179487
3,96,9.0,19.0,0.3333333333333333,1.2058823529411764
3,96,9.0,21.0,0.37254901960784315,1.0263157894736843
3,96,11.0,1.0,0.37254901960784315,1.5526315789473684
3,96,11.0,3.0,0.4117647058823529,1.2857142857142858
3,96,11.0,5.0,0.3431372549019608,1.6
3,96,11.0,7.0,0.3333333333333333,1.7352941176470589
3,96,11.0,9.0,0.38235294117647056,1.358974358974359
3,96,11.0,11.0,0.3627450980392157,1.2702702702702702
3,96,11.0,13.0,0.38235294117647056,1.3076923076923077
